key,0,1,2,3,4,5,6,7,8,9,10,11
317,1,0,0,0,0,"/hudreset","","USAGE:<hex:02100103>　/hudreset<hex:02100103><hex:02100103>→Reverts the current HUD layout, size, and transparency to the default settings.","","",32,0
318,1,0,0,0,0,"/uireset","","USAGE:<hex:02100103>　/uireset<hex:02100103><hex:02100103>→Reverts all HUD layouts to the default setting, and returns all windows to their default positions, sizes, and transparencies.","","",32,0
319,2,1,0,0,0,"/uiscale","","USAGE:<hex:02100103>　/uiscale [subcommand]<hex:02100103><hex:02100103>→Resize current HUD elements and windows.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[number] <hex:0249020103><hex:0248020103>      Resize all HUD elements and windows to the percentage equivalent to the number specified. Percentages available: 60, 80, 90, 100, 110, 120, 140.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>reset <hex:0249020103><hex:0248020103>      Reset all HUD elements to default size.<hex:02100103><hex:02100103>>>Examples:<hex:02100103>　/uiscale 140<hex:02100103>　(All HUD elements become<hex:02100103>　40 percent larger than their<hex:02100103>　default size.)<hex:02100103>　/uiscale reset<hex:02100103>　(Restores all HUD elements<hex:02100103>　to their default size.)","","",32,0
320,2,1,2,0,0,"/actionerror","/aerror","ALIASES:<hex:02100103>　/actionerror, /aerror<hex:02100103>USAGE:<hex:02100103>　/actionerror [subcommand]<hex:02100103><hex:02100103>→Display error messages when actions fail.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>on <hex:0249020103><hex:0248020103>      Enable messages.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>off <hex:0249020103><hex:0248020103>      Disable messages.<hex:02100103><hex:02100103>Toggle between on/off when no subcommand is specified.","","",36,0
321,2,1,2,0,0,"/recasterror","/rerror","ALIASES:<hex:02100103>　/recasterror, /rerror<hex:02100103>USAGE:<hex:02100103>　/recasterror [subcommand]<hex:02100103><hex:02100103>→Display recast timer error messages.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>on <hex:0249020103><hex:0248020103>      Enable messages.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>off <hex:0249020103><hex:0248020103>      Disable messages.<hex:02100103><hex:02100103>Toggle between on/off when no subcommand is specified.","","",36,0
322,1,0,0,0,0,"//eventReset","","USAGE:<hex:02100103>　/eventReset<hex:02100103><hex:02100103>→Resets all in-game settings to default to prepare for a ""real event.""","","",32,0
323,2,1,2,0,0,"/crosshotbartype","/chotbartype","ALIASES:<hex:02100103>　/crosshotbartype, /chotbartype<hex:02100103>USAGE:<hex:02100103>　/chotbartype [subcommand]<hex:02100103><hex:02100103>→Changes the cross hotbar control type.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>hold <hex:0249020103><hex:0248020103>      Enable Hold type.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>toggle <hex:0249020103><hex:0248020103>      Enable Toggle type.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>mix <hex:0249020103><hex:0248020103>      Enable Mixed type.<hex:02100103>","","",36,0
324,2,1,2,0,0,"/crosshotbardisplay","/chotbardisplay","ALIASES:<hex:02100103>　/crosshotbardisplay, /chotbardisplay<hex:02100103>USAGE:<hex:02100103>　/chotbardisplay [subcommand]<hex:02100103><hex:02100103>→Toggle on/off the display of the cross hotbar.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>on <hex:0249020103><hex:0248020103>　　Display cross hotbar.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>off <hex:0249020103><hex:0248020103>　　Hide cross hotbar.<hex:02100103><hex:02100103>Toggle between on and off when no subcommand is specified.","","",36,0
325,6,3,2,16,7,"/pvphotbar","","USAGE:<hex:02100103>　/pvphotbar [subcommand]<hex:02100103><hex:02100103>→Edit and configure hotbar settings. This command can only be used with the PvP hotbar.<hex:02100103><hex:02100103>>>Subcommands<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>action ""action name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified PvP action to slot [#2] in hotbar page [#1]. If ""current"" is entered for [#1], then the action will be set in the page displayed in hotbar 1. If [#2] is omitted, the action will be set to the lowest-numbered slot available. If both [#1] and [#2] are omitted, the action will be set to the lowest-numbered slot available on the lowest-numbered hotbar available. This applies to all of the following subcommands.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>general ""general action name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified general action to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>item ""item name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified item to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>emote ""emote name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified emote to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>companion ""companion action name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified companion action to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>pet ""action name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified pet action to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>minion ""minion name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified minion to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>mount ""mount name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified mount to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>enemysign ""enemy sign name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified enemy sign to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>waymark ""waymark name"" [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified waymark to slot [#2] in hotbar [#1].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>change [number]<hex:0249020103><hex:0248020103><hex:02100103>　　Replace current hotbar with hotbar [number].  If ""next"" or ""prev"" is entered in [number], then you can scroll through the pages of hotbar 1.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>copy [job 1] [#1] [job 2] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Copy the contents of [job 1] hotbar [#1] to the [job 2] hotbar [#2].<hex:02100103>　　The subcommand ""current"" can be used to specify your current job.<hex:02100103>　　The subcommand ""share"" can be used instead of a job to specify your shared hotbar.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>display [number] on<hex:0249020103><hex:0248020103><hex:02100103>　　Display hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>display [number] off<hex:0249020103><hex:0248020103><hex:02100103>　　Hide hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>display [number]<hex:0249020103><hex:0248020103><hex:02100103>　　Toggle on/off hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>share [number] on<hex:0249020103><hex:0248020103><hex:02100103>　　Make hotbar [number] shared.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>share [number] off<hex:0249020103><hex:0248020103><hex:02100103>　　Unshare hotbar [number] and assign it to your current job.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>share [number]<hex:0249020103><hex:0248020103><hex:02100103>　　Toggle between on/off.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>remove [#1] [#2]<hex:0249020103><hex:0248020103><hex:02100103>　　Remove the action assigned to slot [#2] on hotbar [#1].<hex:02100103>　　Replace [#2] with ""all"" to remove all actions from hotbar [#1].<hex:02100103><hex:02100103>>>Examples:<hex:02100103>　/pvphotbar action ""Purify"" 1 1<hex:02100103>　(Places Purify in slot [#1]<hex:02100103>　on hotbar [#1].)<hex:02100103><hex:02100103>　/pvphotbar change 2<hex:02100103>　(Replaces PvP hotbar [#1]<hex:02100103>　with PvP hotbar [#2].) ","","",36,0
326,6,3,2,16,7,"/pvpcrosshotbar","/pvpchotbar","ALIASES:<hex:02100103>　/pvpcrosshotbar, /pvpchotbar<hex:02100103>USAGE:<hex:02100103>　/pvpcrosshotbar [subcommand]<hex:02100103><hex:02100103>→Edit and configure cross hotbar settings. This command can only be used with the PvP cross hotbar.<hex:02100103><hex:02100103>>>Subcommands<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>set ""action name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified PvP action to [slot name] in cross hotbar [number]. If ""current"" is entered for [number], the action will be set in the currently displayed cross hotbar. If [slot name] is omitted, the action will be set to the lowest-numbered slot available. If both [number] and [slot name] are omitted, the action will be set to the lowest-numbered slot available on the lowest-numbered cross hotbar available. This applies to all of the following subcommands.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>general ""general action name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified general action to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>item ""item name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified item to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>emote ""emote name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified emote to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>companion ""companion action name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified companion action to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>pet ""action name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified pet action to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>minion ""minion name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified minion to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>mount ""mount name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified mount to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>enemysign ""enemy sign name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified enemy sign to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>waymark ""waymark name"" [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Set the specified waymark to [slot name] in cross hotbar [number].<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>change [number]<hex:0249020103><hex:0248020103><hex:02100103>　　Replace current cross hotbar with cross hotbar [number]. Enter ""prev"" or ""next"" for [number] to scroll through the cross hotbars.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>copy [job 1] [number 1] [job 2] [number 2]<hex:0249020103><hex:0248020103><hex:02100103>　　Copy the contents of [job 1] cross hotbar [number 1] to the [job 2] cross hotbar [number 2].<hex:02100103>　　The subcommand ""current"" can be used to specify your current job.<hex:02100103>　　The subcommand ""share"" can be used instead of a job to specify your shared cross hotbar.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>share [number] on<hex:0249020103><hex:0248020103><hex:02100103>　　Make cross hotbar [number] shared.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>share [number] off<hex:0249020103><hex:0248020103><hex:02100103>　　Unshare cross hotbar [number] and assign it to your current job.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>share [number]<hex:0249020103><hex:0248020103><hex:02100103>　　Toggle between on/off.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>remove [number] [slot name]<hex:0249020103><hex:0248020103><hex:02100103>　　Remove the action assigned to [slot name] on cross hotbar [number]. Replace [slot name] with ""all"" to remove all actions from cross hotbar [number].<hex:02100103><hex:02100103>>>Slot Names:<hex:02100103>　<hex:0212020F03>＋<hex:0212020403>  <hex:024804F201FA03><hex:024904F201FB03>LDL (LD1) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020403>  <hex:024804F201FA03><hex:024904F201FB03>RDL (RD1)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020203>  <hex:024804F201FA03><hex:024904F201FB03>LDU (LD2) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020203>  <hex:024804F201FA03><hex:024904F201FB03>RDU (RD2)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020503>  <hex:024804F201FA03><hex:024904F201FB03>LDR (LD3) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020503>  <hex:024804F201FA03><hex:024904F201FB03>RDR (RD3)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020303>  <hex:024804F201FA03><hex:024904F201FB03>LDD (LD4) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020303>  <hex:024804F201FA03><hex:024904F201FB03>RDD (RD4)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020B03>  <hex:024804F201FA03><hex:024904F201FB03>LAL (LA1) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020B03>  <hex:024804F201FA03><hex:024904F201FB03>RAL (RA1)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020C03>  <hex:024804F201FA03><hex:024904F201FB03>LAU (LA2) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020C03>  <hex:024804F201FA03><hex:024904F201FB03>RAU (RA2)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020903>  <hex:024804F201FA03><hex:024904F201FB03>LAR (LA3) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020903>  <hex:024804F201FA03><hex:024904F201FB03>RAR (RA3)<hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212020F03>＋<hex:0212020A03>  <hex:024804F201FA03><hex:024904F201FB03>LAD (LA4) <hex:0249020103><hex:0248020103><hex:02100103>　<hex:0212021003>＋<hex:0212020A03>  <hex:024804F201FA03><hex:024904F201FB03>RAD (RA4)<hex:0249020103><hex:0248020103>","","/pvpchotbar",36,0
327,2,1,2,0,0,"/emotelog","","USAGE:<hex:02100103>　/emotelog [subcommand]<hex:02100103><hex:02100103>→Toggle the display of log messages when using emotes.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>on <hex:0249020103><hex:0248020103><hex:02100103>　　Enable the display of log messages when using emotes.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>off <hex:0249020103><hex:0248020103><hex:02100103>　　Disable the display of log messages when using emotes.<hex:02100103><hex:02100103>Toggles the display of log messages on and off when no subcommand is specified.","","",36,0
328,2,0,0,0,0,"/jobhudmode","","USAGE:<hex:02100103>　/jobhudmode [subcommand]<hex:02100103><hex:02100103>→Toggle job gauges between normal and simple mode.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>1<hex:0249020103><hex:0248020103><hex:02100103>　　Toggle first job gauge between normal and simple mode.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>2<hex:0249020103><hex:0248020103><hex:02100103>　　Toggle second job gauge between normal and simple mode.<hex:02100103><hex:02100103>Toggles all active job gauges when no subcommand is specified.","","",36,0
329,2,0,0,0,0,"/mastervolume","","USAGE:<hex:02100103>　/mastervolume [subcommand]<hex:02100103><hex:02100103>→Adjust master volume settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set master volume to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles mute on and off when no subcommand is specified.","","",229,0
330,2,0,0,0,0,"/bgm","","USAGE:<hex:02100103>　/bgm [subcommand]<hex:02100103><hex:02100103>→Adjust BGM volume settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set BGM to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles BGM on and off when no subcommand is specified.","","",229,0
331,2,0,0,0,0,"/soundeffects","","USAGE:<hex:02100103>　/soundeffects [subcommand]<hex:02100103><hex:02100103>→Adjust sound effects volume settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set sound effects to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles sound effects on and off when no subcommand is specified.","","",229,0
332,2,0,0,0,0,"/voice","","USAGE:<hex:02100103>　/voice [subcommand]<hex:02100103><hex:02100103>→Adjust voice volume settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set voice to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles voice on and off when no subcommand is specified.","","",229,0
333,2,0,0,0,0,"/systemsounds","","USAGE:<hex:02100103>　/systemsounds [subcommand]<hex:02100103><hex:02100103>→Adjust system sounds volume settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set system sounds to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles system sounds on and off when no subcommand is specified.","","",229,0
334,2,0,0,0,0,"/ambientsounds","","USAGE:<hex:02100103>　/ambientsounds [subcommand]<hex:02100103><hex:02100103>→Adjust ambient sounds volume settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set ambient sounds to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles ambient sounds on and off when no subcommand is specified.","","",229,0
335,2,0,0,0,0,"/soundeffectsself","","USAGE:<hex:02100103>　/soundeffectsself [subcommand]<hex:02100103><hex:02100103>→Adjust player effects volume settings for self.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set player effects for self to the specified volume level.<hex:02100103>　　Levels available: 0-100.","","",229,0
336,2,0,0,0,0,"/soundeffectsparty","","USAGE:<hex:02100103>　/soundeffectsparty [subcommand]<hex:02100103><hex:02100103>→Adjust player effects volume settings for your party.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set player effects for your party to the specified volume level.<hex:02100103>　　Levels available: 0-100.","","",229,0
337,2,0,0,0,0,"/soundeffectsother","","USAGE:<hex:02100103>　/soundeffectsother [subcommand]<hex:02100103><hex:02100103>→Adjust player effects volume settings for other PCs.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set player effects for other PCs to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103>","","",229,0
338,2,0,0,0,0,"/systemsoundsspeaker","","USAGE:<hex:02100103>　/systemsoundsspeaker [subcommand]<hex:02100103><hex:02100103>→Adjust system volume settings for wireless controller speakers (for PlayStation®4, PlayStation®5, and Windows®).<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set system speaker sounds to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles system speaker sounds on and off when no subcommand is specified.","","",229,0
339,2,0,0,0,0,"/tiltcamera","","USAGE:<hex:02100103>　/tiltcamera [subcommand]<hex:02100103><hex:02100103>→Adjust 3rd person camera angle settings.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[angle number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set 3rd person camera angle to the specified setting.<hex:02100103>　　Settings available: 0-100.","","",36,0
340,2,1,2,0,0,"/mountbgm","","USAGE:<hex:02100103>　/mountbgm [subcommand]<hex:02100103><hex:02100103>→Toggle the ""Play music when mounted"" setting on and off.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>on <hex:0249020103><hex:0248020103>    Turn on music when mounted.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>off <hex:0249020103><hex:0248020103>    Turn off music when mounted.<hex:02100103><hex:02100103>Toggle between on and off when no subcommand is specified.","","",100,0
341,2,0,0,0,0,"/performsounds","","USAGE:<hex:02100103>　/performsounds [subcommand]<hex:02100103><hex:02100103>→Adjust the volume settings for performance actions.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[volume number]<hex:0249020103><hex:0248020103><hex:02100103>　　Set performance actions to the specified volume level.<hex:02100103>　　Levels available: 0-100.<hex:02100103><hex:02100103>Toggles system sounds on and off when no subcommand is specified.","","",229,0
342,0,0,0,0,0,"","","","","",0,0
343,0,0,0,0,0,"","","","","",0,0
344,0,0,0,0,0,"","","","","",0,0
345,0,0,0,0,0,"","","","","",0,0
346,0,0,0,0,0,"","","","","",0,0
347,0,0,0,0,0,"","","","","",0,0
348,0,0,0,0,0,"","","","","",0,0
349,0,0,0,0,0,"","","","","",0,0
350,0,0,0,0,0,"","","","","",0,0
351,0,0,0,0,0,"","","","","",0,0
352,0,0,0,0,0,"","","","","",0,0
353,0,0,0,0,0,"","","","","",0,0
354,0,0,0,0,0,"","","","","",0,0
355,0,0,0,0,0,"","","","","",0,0
356,0,0,0,0,0,"","","","","",0,0
357,0,0,0,0,0,"","","","","",0,0
358,0,0,0,0,0,"","","","","",0,0
359,0,0,0,0,0,"","","","","",0,0
360,0,0,0,0,0,"","","","","",0,0
361,0,0,0,0,0,"","","","","",0,0
362,0,0,0,0,0,"","","","","",0,0
363,0,0,0,0,0,"","","","","",0,0
364,0,0,0,0,0,"","","","","",0,0
365,0,0,0,0,0,"","","","","",0,0
366,0,0,0,0,0,"","","","","",0,0
367,0,0,0,0,0,"","","","","",0,0
368,0,0,0,0,0,"","","","","",0,0
369,0,0,0,0,0,"","","","","",0,0
370,0,0,0,0,0,"","","","","",0,0
371,0,0,0,0,0,"","","","","",0,0
372,0,0,0,0,0,"","","","","",0,0
373,0,0,0,0,0,"","","","","",0,0
374,0,0,0,0,0,"","","","","",0,0
375,0,0,0,0,0,"","","","","",0,0
376,0,0,0,0,0,"","","","","",0,0
377,0,0,0,0,0,"","","","","",0,0
378,0,0,0,0,0,"","","","","",0,0
379,0,0,0,0,0,"","","","","",0,0
380,0,0,0,0,0,"","","","","",0,0
381,0,0,0,0,0,"","","","","",0,0
382,0,0,0,0,0,"","","","","",0,0
383,0,0,0,0,0,"","","","","",0,0
384,0,0,0,0,0,"","","","","",0,0
385,0,0,0,0,0,"","","","","",0,0
386,0,0,0,0,0,"","","","","",0,0
387,0,0,0,0,0,"","","","","",0,0
388,0,0,0,0,0,"","","","","",0,0
389,0,0,0,0,0,"","","","","",0,0
390,0,0,0,0,0,"","","","","",0,0
391,0,0,0,0,0,"","","","","",0,0
392,0,0,0,0,0,"","","","","",0,0
393,0,0,0,0,0,"","","","","",0,0
394,0,0,0,0,0,"","","","","",0,0
395,0,0,0,0,0,"","","","","",0,0
396,0,0,0,0,0,"","","","","",0,0
397,0,0,0,0,0,"","","","","",0,0
398,0,0,0,0,0,"","","","","",0,0
399,0,0,0,0,0,"","","","","",0,0
400,0,0,0,0,0,"","","","","",0,0
401,1,0,0,0,0,"/emote","/em","ALIASES:<hex:02100103>　/emote, /em<hex:02100103>USAGE:<hex:02100103>　/emote [message]<hex:02100103><hex:02100103>→Sends your PC name and the message as an emote within a [Say] radius. This message will not be displayed if a PC has their <hex:024804F201F403><hex:024904F201F503>Custom Emotes<hex:0249020103><hex:0248020103> chat filter turned on.","","",292,0
402,2,1,2,0,0,"/surprised","","USAGE:<hex:02100103>　/surprised [subcommand]<hex:02100103><hex:02100103>→Act surprised.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
403,2,1,2,0,0,"/angry","","USAGE:<hex:02100103>　/angry [subcommand]<hex:02100103><hex:02100103>→Be angry.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
404,2,1,2,0,0,"/furious","","USAGE:<hex:02100103>　/furious [subcommand]<hex:02100103><hex:02100103>→Be furious.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
405,2,1,2,0,0,"/blush","","USAGE:<hex:02100103>　/blush [subcommand]<hex:02100103><hex:02100103>→Blush with embarrassment.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
406,2,1,2,0,0,"/bow","","USAGE:<hex:02100103>　/bow [subcommand]<hex:02100103><hex:02100103>→Perform a bow.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
407,2,1,2,0,0,"/cheer","","USAGE:<hex:02100103>　/cheer [subcommand]<hex:02100103><hex:02100103>→Cheer enthusiastically.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
408,2,1,2,0,0,"/clap","","USAGE:<hex:02100103>　/clap [subcommand]<hex:02100103><hex:02100103>→Applaud.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
